고운동,36110550
금남면,36110340
도담동,36110520
보람동,36110560
부강면,36110330
새롬동,36110515
소정면,36110390
아름동,36110530
연기면,36110310
연동면,36110320
연서면,36110360
장군면,36110350
전동면,36110380
전의면,36110370
조치원읍,36110250
종촌동,36110540
한솔동,36110510
