year,month,new_hd_cd,upjong_code,revenue,customer_count,payment_count
2017,1,36110390,3403,1118799.12,62.16,62.16
2017,1,36110390,3405,7911508.03,53.28,53.28
2017,1,36110390,4101,3034964.59,266.38,266.38
2017,1,36110390,4108,61199909.92,2202.08,2282.0
2017,1,36110390,4110,35405552.34,2344.15,2583.89
2017,1,36110390,4112,91472305.36,12377.83,12848.43
2017,1,36110390,5605,114591667.5,346.29,355.17
2017,1,36110390,5608,1337300663.0,19126.14,19419.16
2017,1,36110390,6203,1065522.97,17.76,17.76
2017,1,36110390,7003,6241300.78,355.17,355.17
2017,1,36110390,7005,6935133.82,399.57,408.45
2017,1,36110390,7102,177587.16,8.88,8.88
2017,1,36110390,8102,3596140.02,26.64,26.64
2017,1,36110390,8106,4883646.93,8.88,8.88
2017,1,36110390,8399,532761.48,8.88,8.88
2017,1,36110390,8406,452847.26,26.64,26.64
2017,1,36110390,9011,21852100.19,62.16,124.31
2017,1,36110510,1004,1589405.09,17.76,17.76
2017,1,36110510,1007,4579972.89,133.19,133.19
