year,month,dong,upjong,living_ingu,revenue,jumin_ingu,jugan_sangju_ingu,yagan_sangju_ingu,세종.집합.상가.임대가격지수,세종.소규모.상가.임대가격지수,세종.중대형.상가.임대가격지수,소비자물가_총지수,생활물가지수,신선식품지수,농산물및석유류제외지수,식료품및에너지제외지수,지가변동률,무연보통휘발유,실내등유,자동차용.경유,취업자수_계,비임금근로자,X.자영업자,X.고용원이.있는.자영업자,X.고용원이.없는.자영업자,X.무급가족종사자,임금근로자,X.상용근로자,X.임시근로자,X.일용근로자,실업률.계,실업률.남자,실업률.여자,보험료.계,보험료.직장,보험료.지역,sum.m00..x,sum.m05..x,sum.m10..x,sum.m15..x,sum.m20..x,sum.m25..x,sum.m30..x,sum.m35..x,sum.m40..x,sum.m45..x,sum.m50..x,sum.m55..x,sum.m60..x,sum.m65..x,sum.m70..x,sum.f00..x,sum.f05..x,sum.f10..x,sum.f15..x,sum.f20..x,sum.f25..x,sum.f30..x,sum.f35..x,sum.f40..x,sum.f45..x,sum.f50..x,sum.f55..x,sum.f60..x,sum.f65..x,sum.f70..x,sum.m00..y,sum.m05..y,sum.m10..y,sum.m15..y,sum.m20..y,sum.m25..y,sum.m30..y,sum.m35..y,sum.m40..y,sum.m45..y,sum.m50..y,sum.m55..y,sum.m60..y,sum.m65..y,sum.m70..y,sum.f00..y,sum.f05..y,sum.f10..y,sum.f15..y,sum.f20..y,sum.f25..y,sum.f30..y,sum.f35..y,sum.f40..y,sum.f45..y,sum.f50..y,sum.f55..y,sum.f60..y,sum.f65..y,sum.f70..y,merc_cnt,death_count
2017,1,금남면,자동차,312102.4507,712430941.3,9052,13606,13309,107.5,104.2,103.9,2.2,2.6,15.9,1.6,1.8,0.352,1507.88,857.54,1300.18,117,21,17,7,11,4,96,78,14,4,2.9,2.4,3.6,20321523,17793296,2528227,0,250,1837,5898,13005,18131,18676,24554,29277,32648,30980,32326,15586,7880,4336,1,591,2405,4107,8435,9273,10004,13087,12684,15592,15094,14587,7355,3205,4442,0,157,1199,5549,15004,11483,13203,17097,20910,25863,25877,21967,14664,8801,4552,0,545,2116,2137,6466,6714,5441,6501,9556,10440,13494,12445,7643,2061,3538,6,7
2017,1,도담동,교육,5225412.942,1912466320,30988,38169,38044,107.5,104.2,103.9,2.2,2.6,15.9,1.6,1.8,0.352,1507.88,857.54,1300.18,117,21,17,7,11,4,96,78,14,4,2.9,2.4,3.6,20321523,17793296,2528227,0,10080,59329,89099,112035,166245,238015,306158,291015,261979,194458,164270,87221,42137,29655,71,16754,68993,89457,117610,167630,235848,278936,219260,169906,129280,109130,60681,26105,27617,0,10967,60606,80818,74170,140484,289629,358880,313953,245796,165180,140464,75380,35417,28366,112,17793,72823,88138,91403,177952,263158,322609,241546,177572,135109,107811,57005,22821,28043,64,3
2017,1,도담동,내구재,1322861.026,106776833.5,30988,38169,38044,107.5,104.2,103.9,2.2,2.6,15.9,1.6,1.8,0.352,1507.88,857.54,1300.18,117,21,17,7,11,4,96,78,14,4,2.9,2.4,3.6,20321523,17793296,2528227,0,10080,59329,89099,112035,166245,238015,306158,291015,261979,194458,164270,87221,42137,29655,71,16754,68993,89457,117610,167630,235848,278936,219260,169906,129280,109130,60681,26105,27617,0,10967,60606,80818,74170,140484,289629,358880,313953,245796,165180,140464,75380,35417,28366,112,17793,72823,88138,91403,177952,263158,322609,241546,177572,135109,107811,57005,22821,28043,4,3
2017,1,도담동,레포츠/문화/취미,9274533.72,266207723.1,30988,38169,38044,107.5,104.2,103.9,2.2,2.6,15.9,1.6,1.8,0.352,1507.88,857.54,1300.18,117,21,17,7,11,4,96,78,14,4,2.9,2.4,3.6,20321523,17793296,2528227,0,10080,59329,89099,112035,166245,238015,306158,291015,261979,194458,164270,87221,42137,29655,71,16754,68993,89457,117610,167630,235848,278936,219260,169906,129280,109130,60681,26105,27617,0,10967,60606,80818,74170,140484,289629,358880,313953,245796,165180,140464,75380,35417,28366,112,17793,72823,88138,91403,177952,263158,322609,241546,177572,135109,107811,57005,22821,28043,31,3
2017,1,도담동,서비스,6049094.925,58130196294,30988,38169,38044,107.5,104.2,103.9,2.2,2.6,15.9,1.6,1.8,0.352,1507.88,857.54,1300.18,117,21,17,7,11,4,96,78,14,4,2.9,2.4,3.6,20321523,17793296,2528227,0,10080,59329,89099,112035,166245,238015,306158,291015,261979,194458,164270,87221,42137,29655,71,16754,68993,89457,117610,167630,235848,278936,219260,169906,129280,109130,60681,26105,27617,0,10967,60606,80818,74170,140484,289629,358880,313953,245796,165180,140464,75380,35417,28366,112,17793,72823,88138,91403,177952,263158,322609,241546,177572,135109,107811,57005,22821,28043,3,3
2017,1,도담동,식생활,15173999.72,7476476272,30988,38169,38044,107.5,104.2,103.9,2.2,2.6,15.9,1.6,1.8,0.352,1507.88,857.54,1300.18,117,21,17,7,11,4,96,78,14,4,2.9,2.4,3.6,20321523,17793296,2528227,0,10080,59329,89099,112035,166245,238015,306158,291015,261979,194458,164270,87221,42137,29655,71,16754,68993,89457,117610,167630,235848,278936,219260,169906,129280,109130,60681,26105,27617,0,10967,60606,80818,74170,140484,289629,358880,313953,245796,165180,140464,75380,35417,28366,112,17793,72823,88138,91403,177952,263158,322609,241546,177572,135109,107811,57005,22821,28043,293,3
2017,1,도담동,여행,748223.9939,14834743.52,30988,38169,38044,107.5,104.2,103.9,2.2,2.6,15.9,1.6,1.8,0.352,1507.88,857.54,1300.18,117,21,17,7,11,4,96,78,14,4,2.9,2.4,3.6,20321523,17793296,2528227,0,10080,59329,89099,112035,166245,238015,306158,291015,261979,194458,164270,87221,42137,29655,71,16754,68993,89457,117610,167630,235848,278936,219260,169906,129280,109130,60681,26105,27617,0,10967,60606,80818,74170,140484,289629,358880,313953,245796,165180,140464,75380,35417,28366,112,17793,72823,88138,91403,177952,263158,322609,241546,177572,135109,107811,57005,22821,28043,0,3
2017,1,도담동,유통,8816384.116,10313585184,30988,38169,38044,107.5,104.2,103.9,2.2,2.6,15.9,1.6,1.8,0.352,1507.88,857.54,1300.18,117,21,17,7,11,4,96,78,14,4,2.9,2.4,3.6,20321523,17793296,2528227,0,10080,59329,89099,112035,166245,238015,306158,291015,261979,194458,164270,87221,42137,29655,71,16754,68993,89457,117610,167630,235848,278936,219260,169906,129280,109130,60681,26105,27617,0,10967,60606,80818,74170,140484,289629,358880,313953,245796,165180,140464,75380,35417,28366,112,17793,72823,88138,91403,177952,263158,322609,241546,177572,135109,107811,57005,22821,28043,34,3
2017,1,도담동,유흥,1088872.985,236953918.2,30988,38169,38044,107.5,104.2,103.9,2.2,2.6,15.9,1.6,1.8,0.352,1507.88,857.54,1300.18,117,21,17,7,11,4,96,78,14,4,2.9,2.4,3.6,20321523,17793296,2528227,0,10080,59329,89099,112035,166245,238015,306158,291015,261979,194458,164270,87221,42137,29655,71,16754,68993,89457,117610,167630,235848,278936,219260,169906,129280,109130,60681,26105,27617,0,10967,60606,80818,74170,140484,289629,358880,313953,245796,165180,140464,75380,35417,28366,112,17793,72823,88138,91403,177952,263158,322609,241546,177572,135109,107811,57005,22821,28043,0,3
2017,1,도담동,의료/미용,6438954.911,1613810483,30988,38169,38044,107.5,104.2,103.9,2.2,2.6,15.9,1.6,1.8,0.352,1507.88,857.54,1300.18,117,21,17,7,11,4,96,78,14,4,2.9,2.4,3.6,20321523,17793296,2528227,0,10080,59329,89099,112035,166245,238015,306158,291015,261979,194458,164270,87221,42137,29655,71,16754,68993,89457,117610,167630,235848,278936,219260,169906,129280,109130,60681,26105,27617,0,10967,60606,80818,74170,140484,289629,358880,313953,245796,165180,140464,75380,35417,28366,112,17793,72823,88138,91403,177952,263158,322609,241546,177572,135109,107811,57005,22821,28043,73,3
2017,1,도담동,의생활,3374848.206,471736870.4,30988,38169,38044,107.5,104.2,103.9,2.2,2.6,15.9,1.6,1.8,0.352,1507.88,857.54,1300.18,117,21,17,7,11,4,96,78,14,4,2.9,2.4,3.6,20321523,17793296,2528227,0,10080,59329,89099,112035,166245,238015,306158,291015,261979,194458,164270,87221,42137,29655,71,16754,68993,89457,117610,167630,235848,278936,219260,169906,129280,109130,60681,26105,27617,0,10967,60606,80818,74170,140484,289629,358880,313953,245796,165180,140464,75380,35417,28366,112,17793,72823,88138,91403,177952,263158,322609,241546,177572,135109,107811,57005,22821,28043,21,3
2017,1,도담동,자동차,3474892.646,539456620.6,30988,38169,38044,107.5,104.2,103.9,2.2,2.6,15.9,1.6,1.8,0.352,1507.88,857.54,1300.18,117,21,17,7,11,4,96,78,14,4,2.9,2.4,3.6,20321523,17793296,2528227,0,10080,59329,89099,112035,166245,238015,306158,291015,261979,194458,164270,87221,42137,29655,71,16754,68993,89457,117610,167630,235848,278936,219260,169906,129280,109130,60681,26105,27617,0,10967,60606,80818,74170,140484,289629,358880,313953,245796,165180,140464,75380,35417,28366,112,17793,72823,88138,91403,177952,263158,322609,241546,177572,135109,107811,57005,22821,28043,0,3
2017,1,부강면,교육,214574.4,244646221.4,6404,8514,5551,107.5,104.2,103.9,2.2,2.6,15.9,1.6,1.8,0.352,1507.88,857.54,1300.18,117,21,17,7,11,4,96,78,14,4,2.9,2.4,3.6,20321523,17793296,2528227,0,153,1286,3992,11967,15875,13609,19033,20930,28000,22027,17273,7297,4061,1795,0,204,765,2361,3633,4377,5012,4948,5466,5824,6107,4633,2785,1470,2438,0,0,826,6775,8253,13268,12977,12050,13764,15164,16530,12813,8528,3323,2231,12,349,593,2237,4212,3739,2676,3925,4088,6005,5224,5682,3220,1336,1324,0,4
2017,1,부강면,내구재,48095.84385,2064273.162,6404,8514,5551,107.5,104.2,103.9,2.2,2.6,15.9,1.6,1.8,0.352,1507.88,857.54,1300.18,117,21,17,7,11,4,96,78,14,4,2.9,2.4,3.6,20321523,17793296,2528227,0,153,1286,3992,11967,15875,13609,19033,20930,28000,22027,17273,7297,4061,1795,0,204,765,2361,3633,4377,5012,4948,5466,5824,6107,4633,2785,1470,2438,0,0,826,6775,8253,13268,12977,12050,13764,15164,16530,12813,8528,3323,2231,12,349,593,2237,4212,3739,2676,3925,4088,6005,5224,5682,3220,1336,1324,3,4
2017,1,부강면,레포츠/문화/취미,198425.2064,20080668.26,6404,8514,5551,107.5,104.2,103.9,2.2,2.6,15.9,1.6,1.8,0.352,1507.88,857.54,1300.18,117,21,17,7,11,4,96,78,14,4,2.9,2.4,3.6,20321523,17793296,2528227,0,153,1286,3992,11967,15875,13609,19033,20930,28000,22027,17273,7297,4061,1795,0,204,765,2361,3633,4377,5012,4948,5466,5824,6107,4633,2785,1470,2438,0,0,826,6775,8253,13268,12977,12050,13764,15164,16530,12813,8528,3323,2231,12,349,593,2237,4212,3739,2676,3925,4088,6005,5224,5682,3220,1336,1324,10,4
2017,1,부강면,서비스,83982.95787,2596324.298,6404,8514,5551,107.5,104.2,103.9,2.2,2.6,15.9,1.6,1.8,0.352,1507.88,857.54,1300.18,117,21,17,7,11,4,96,78,14,4,2.9,2.4,3.6,20321523,17793296,2528227,0,153,1286,3992,11967,15875,13609,19033,20930,28000,22027,17273,7297,4061,1795,0,204,765,2361,3633,4377,5012,4948,5466,5824,6107,4633,2785,1470,2438,0,0,826,6775,8253,13268,12977,12050,13764,15164,16530,12813,8528,3323,2231,12,349,593,2237,4212,3739,2676,3925,4088,6005,5224,5682,3220,1336,1324,0,4
2017,1,부강면,식생활,1455324.087,820452112.2,6404,8514,5551,107.5,104.2,103.9,2.2,2.6,15.9,1.6,1.8,0.352,1507.88,857.54,1300.18,117,21,17,7,11,4,96,78,14,4,2.9,2.4,3.6,20321523,17793296,2528227,0,153,1286,3992,11967,15875,13609,19033,20930,28000,22027,17273,7297,4061,1795,0,204,765,2361,3633,4377,5012,4948,5466,5824,6107,4633,2785,1470,2438,0,0,826,6775,8253,13268,12977,12050,13764,15164,16530,12813,8528,3323,2231,12,349,593,2237,4212,3739,2676,3925,4088,6005,5224,5682,3220,1336,1324,91,4
2017,1,부강면,여행,103757.7545,31175426.16,6404,8514,5551,107.5,104.2,103.9,2.2,2.6,15.9,1.6,1.8,0.352,1507.88,857.54,1300.18,117,21,17,7,11,4,96,78,14,4,2.9,2.4,3.6,20321523,17793296,2528227,0,153,1286,3992,11967,15875,13609,19033,20930,28000,22027,17273,7297,4061,1795,0,204,765,2361,3633,4377,5012,4948,5466,5824,6107,4633,2785,1470,2438,0,0,826,6775,8253,13268,12977,12050,13764,15164,16530,12813,8528,3323,2231,12,349,593,2237,4212,3739,2676,3925,4088,6005,5224,5682,3220,1336,1324,6,4
2017,1,부강면,유통,797617.7185,995571852.3,6404,8514,5551,107.5,104.2,103.9,2.2,2.6,15.9,1.6,1.8,0.352,1507.88,857.54,1300.18,117,21,17,7,11,4,96,78,14,4,2.9,2.4,3.6,20321523,17793296,2528227,0,153,1286,3992,11967,15875,13609,19033,20930,28000,22027,17273,7297,4061,1795,0,204,765,2361,3633,4377,5012,4948,5466,5824,6107,4633,2785,1470,2438,0,0,826,6775,8253,13268,12977,12050,13764,15164,16530,12813,8528,3323,2231,12,349,593,2237,4212,3739,2676,3925,4088,6005,5224,5682,3220,1336,1324,12,4
2017,1,부강면,유흥,202499.4629,109903160,6404,8514,5551,107.5,104.2,103.9,2.2,2.6,15.9,1.6,1.8,0.352,1507.88,857.54,1300.18,117,21,17,7,11,4,96,78,14,4,2.9,2.4,3.6,20321523,17793296,2528227,0,153,1286,3992,11967,15875,13609,19033,20930,28000,22027,17273,7297,4061,1795,0,204,765,2361,3633,4377,5012,4948,5466,5824,6107,4633,2785,1470,2438,0,0,826,6775,8253,13268,12977,12050,13764,15164,16530,12813,8528,3323,2231,12,349,593,2237,4212,3739,2676,3925,4088,6005,5224,5682,3220,1336,1324,7,4
2017,1,부강면,의료/미용,498167.4379,138487566.3,6404,8514,5551,107.5,104.2,103.9,2.2,2.6,15.9,1.6,1.8,0.352,1507.88,857.54,1300.18,117,21,17,7,11,4,96,78,14,4,2.9,2.4,3.6,20321523,17793296,2528227,0,153,1286,3992,11967,15875,13609,19033,20930,28000,22027,17273,7297,4061,1795,0,204,765,2361,3633,4377,5012,4948,5466,5824,6107,4633,2785,1470,2438,0,0,826,6775,8253,13268,12977,12050,13764,15164,16530,12813,8528,3323,2231,12,349,593,2237,4212,3739,2676,3925,4088,6005,5224,5682,3220,1336,1324,14,4
2017,1,부강면,의생활,144112.4487,15276935.55,6404,8514,5551,107.5,104.2,103.9,2.2,2.6,15.9,1.6,1.8,0.352,1507.88,857.54,1300.18,117,21,17,7,11,4,96,78,14,4,2.9,2.4,3.6,20321523,17793296,2528227,0,153,1286,3992,11967,15875,13609,19033,20930,28000,22027,17273,7297,4061,1795,0,204,765,2361,3633,4377,5012,4948,5466,5824,6107,4633,2785,1470,2438,0,0,826,6775,8253,13268,12977,12050,13764,15164,16530,12813,8528,3323,2231,12,349,593,2237,4212,3739,2676,3925,4088,6005,5224,5682,3220,1336,1324,0,4
2017,1,부강면,자동차,288082.7173,3140974370,6404,8514,5551,107.5,104.2,103.9,2.2,2.6,15.9,1.6,1.8,0.352,1507.88,857.54,1300.18,117,21,17,7,11,4,96,78,14,4,2.9,2.4,3.6,20321523,17793296,2528227,0,153,1286,3992,11967,15875,13609,19033,20930,28000,22027,17273,7297,4061,1795,0,204,765,2361,3633,4377,5012,4948,5466,5824,6107,4633,2785,1470,2438,0,0,826,6775,8253,13268,12977,12050,13764,15164,16530,12813,8528,3323,2231,12,349,593,2237,4212,3739,2676,3925,4088,6005,5224,5682,3220,1336,1324,20,4
2017,1,소정면,교육,20438.41218,30331887.14,2691,1533,1336,107.5,104.2,103.9,2.2,2.6,15.9,1.6,1.8,0.352,1507.88,857.54,1300.18,117,21,17,7,11,4,96,78,14,4,2.9,2.4,3.6,20321523,17793296,2528227,0,54,494,894,1854,1842,2583,2360,2958,3071,2847,2842,1420,689,456,0,142,265,703,1079,1186,903,1403,1156,1654,1447,1671,441,416,380,0,47,433,804,2551,2553,4804,2348,3252,1728,3542,4681,1215,1142,522,0,60,238,1201,1463,2030,1385,887,932,1729,1465,2932,367,764,295,0,2
2017,1,소정면,내구재,5435.544392,2402754.292,2691,1533,1336,107.5,104.2,103.9,2.2,2.6,15.9,1.6,1.8,0.352,1507.88,857.54,1300.18,117,21,17,7,11,4,96,78,14,4,2.9,2.4,3.6,20321523,17793296,2528227,0,54,494,894,1854,1842,2583,2360,2958,3071,2847,2842,1420,689,456,0,142,265,703,1079,1186,903,1403,1156,1654,1447,1671,441,416,380,0,47,433,804,2551,2553,4804,2348,3252,1728,3542,4681,1215,1142,522,0,60,238,1201,1463,2030,1385,887,932,1729,1465,2932,367,764,295,0,2
2017,1,소정면,레포츠/문화/취미,3049.880828,1065522.967,2691,1533,1336,107.5,104.2,103.9,2.2,2.6,15.9,1.6,1.8,0.352,1507.88,857.54,1300.18,117,21,17,7,11,4,96,78,14,4,2.9,2.4,3.6,20321523,17793296,2528227,0,54,494,894,1854,1842,2583,2360,2958,3071,2847,2842,1420,689,456,0,142,265,703,1079,1186,903,1403,1156,1654,1447,1671,441,416,380,0,47,433,804,2551,2553,4804,2348,3252,1728,3542,4681,1215,1142,522,0,60,238,1201,1463,2030,1385,887,932,1729,1465,2932,367,764,295,0,2
2017,1,소정면,서비스,17099.991,1518370.229,2691,1533,1336,107.5,104.2,103.9,2.2,2.6,15.9,1.6,1.8,0.352,1507.88,857.54,1300.18,117,21,17,7,11,4,96,78,14,4,2.9,2.4,3.6,20321523,17793296,2528227,0,54,494,894,1854,1842,2583,2360,2958,3071,2847,2842,1420,689,456,0,142,265,703,1079,1186,903,1403,1156,1654,1447,1671,441,416,380,0,47,433,804,2551,2553,4804,2348,3252,1728,3542,4681,1215,1142,522,0,60,238,1201,1463,2030,1385,887,932,1729,1465,2932,367,764,295,0,2
2017,1,소정면,식생활,228899.2928,379575362.4,2691,1533,1336,107.5,104.2,103.9,2.2,2.6,15.9,1.6,1.8,0.352,1507.88,857.54,1300.18,117,21,17,7,11,4,96,78,14,4,2.9,2.4,3.6,20321523,17793296,2528227,0,54,494,894,1854,1842,2583,2360,2958,3071,2847,2842,1420,689,456,0,142,265,703,1079,1186,903,1403,1156,1654,1447,1671,441,416,380,0,47,433,804,2551,2553,4804,2348,3252,1728,3542,4681,1215,1142,522,0,60,238,1201,1463,2030,1385,887,932,1729,1465,2932,367,764,295,28,2
2017,1,소정면,유통,144781.3875,240358484,2691,1533,1336,107.5,104.2,103.9,2.2,2.6,15.9,1.6,1.8,0.352,1507.88,857.54,1300.18,117,21,17,7,11,4,96,78,14,4,2.9,2.4,3.6,20321523,17793296,2528227,0,54,494,894,1854,1842,2583,2360,2958,3071,2847,2842,1420,689,456,0,142,265,703,1079,1186,903,1403,1156,1654,1447,1671,441,416,380,0,47,433,804,2551,2553,4804,2348,3252,1728,3542,4681,1215,1142,522,0,60,238,1201,1463,2030,1385,887,932,1729,1465,2932,367,764,295,7,2
2017,1,소정면,유흥,9759.57099,3525105.151,2691,1533,1336,107.5,104.2,103.9,2.2,2.6,15.9,1.6,1.8,0.352,1507.88,857.54,1300.18,117,21,17,7,11,4,96,78,14,4,2.9,2.4,3.6,20321523,17793296,2528227,0,54,494,894,1854,1842,2583,2360,2958,3071,2847,2842,1420,689,456,0,142,265,703,1079,1186,903,1403,1156,1654,1447,1671,441,416,380,0,47,433,804,2551,2553,4804,2348,3252,1728,3542,4681,1215,1142,522,0,60,238,1201,1463,2030,1385,887,932,1729,1465,2932,367,764,295,0,2
2017,1,소정면,의료/미용,61053.44355,13568547.06,2691,1533,1336,107.5,104.2,103.9,2.2,2.6,15.9,1.6,1.8,0.352,1507.88,857.54,1300.18,117,21,17,7,11,4,96,78,14,4,2.9,2.4,3.6,20321523,17793296,2528227,0,54,494,894,1854,1842,2583,2360,2958,3071,2847,2842,1420,689,456,0,142,265,703,1079,1186,903,1403,1156,1654,1447,1671,441,416,380,0,47,433,804,2551,2553,4804,2348,3252,1728,3542,4681,1215,1142,522,0,60,238,1201,1463,2030,1385,887,932,1729,1465,2932,367,764,295,0,2
