id,etl_ymd,ht,sido_cd,sgg_cd,cnt
466,20180902,13,36,30170,61
467,20180902,13,36,30200,119
468,20180902,13,36,30230,30
469,20180902,13,36,43111,8
470,20180902,13,36,43112,38
471,20180902,13,36,43113,83
472,20180902,13,36,43114,15
473,20180902,13,36,44131,31
474,20180902,13,36,44133,8
475,20180902,13,36,44150,86
476,20180902,13,36,44200,6
477,20180902,13,36,44230,8
478,20180902,13,36,44250,4
479,20180902,14,36,30110,29
480,20180902,14,36,30140,17
481,20180902,14,36,30170,68
482,20180902,14,36,30200,130
483,20180902,14,36,30230,31
484,20180902,14,36,43111,9
485,20180902,14,36,43112,29
486,20180902,14,36,43113,83
487,20180902,14,36,43114,15
488,20180902,14,36,44131,35
489,20180902,14,36,44133,8
490,20180902,14,36,44150,66
491,20180902,14,36,44200,4
492,20180902,14,36,44230,6
493,20180902,14,36,44250,9
494,20180902,15,36,30110,28
495,20180902,15,36,30140,29
496,20180902,15,36,30170,71
497,20180902,15,36,30200,109
498,20180902,15,36,30230,34
499,20180902,15,36,43111,9
500,20180902,15,36,43112,34
501,20180902,15,36,43113,89
502,20180902,15,36,43114,13
503,20180902,15,36,44131,34
504,20180902,15,36,44133,5
505,20180902,15,36,44150,71
506,20180902,15,36,44230,6
507,20180902,15,36,44250,7
508,20180902,16,36,11620,4
509,20180902,16,36,30110,27
510,20180902,16,36,30140,25
511,20180902,16,36,30170,70
512,20180902,16,36,30200,127
513,20180902,16,36,30230,38
514,20180902,16,36,43111,9
515,20180902,16,36,43112,38
516,20180902,16,36,43113,98
517,20180902,16,36,43114,11
518,20180902,16,36,44131,38
519,20180902,16,36,44133,7
520,20180902,16,36,44150,76
521,20180902,16,36,44200,5
522,20180902,16,36,44230,5
523,20180902,16,36,44250,10
524,20180902,17,36,11620,6
525,20180902,17,36,11680,4
526,20180902,17,36,28200,5
527,20180902,17,36,30110,27
528,20180902,17,36,30140,24
529,20180902,17,36,30170,85
530,20180902,17,36,30200,130
531,20180902,17,36,30230,39
532,20180902,17,36,41220,4
533,20180902,17,36,43111,12
534,20180902,17,36,43112,36
535,20180902,17,36,43113,85
536,20180902,17,36,43114,10
537,20180902,17,36,44131,34
538,20180902,17,36,44133,9
539,20180902,17,36,44150,68
540,20180902,17,36,44230,4
541,20180902,17,36,44250,12
542,20180902,18,36,11650,4
543,20180902,18,36,11680,4
544,20180902,18,36,11710,4
545,20180902,18,36,30110,22
546,20180902,18,36,30140,15
547,20180902,18,36,30170,71
548,20180902,18,36,30200,121
549,20180902,18,36,30230,29
550,20180902,18,36,41410,4
551,20180902,18,36,43111,8
552,20180902,18,36,43112,29
553,20180902,18,36,43113,86
554,20180902,18,36,43114,9
555,20180902,18,36,44131,27
556,20180902,18,36,44133,7
557,20180902,18,36,44150,61
558,20180902,18,36,44250,7
559,20180902,19,36,30110,17
560,20180902,19,36,30140,11
561,20180902,19,36,30170,60
562,20180902,19,36,30200,98
563,20180902,19,36,30230,20
564,20180902,19,36,41410,4
565,20180902,19,36,43111,5
566,20180902,19,36,43112,29
567,20180902,19,36,43113,74
568,20180902,19,36,43114,5
569,20180902,19,36,44131,24
570,20180902,19,36,44133,11
571,20180902,19,36,44150,56
572,20180902,19,36,44250,9
573,20180902,20,36,30110,18
574,20180902,20,36,30140,10
575,20180902,20,36,30170,48
576,20180902,20,36,30200,97
577,20180902,20,36,30230,18
578,20180902,20,36,41135,4
579,20180902,20,36,43111,4
580,20180902,20,36,43112,25
581,20180902,20,36,43113,53
582,20180902,20,36,43114,9
583,20180902,20,36,44131,13
584,20180902,20,36,44133,8
585,20180902,20,36,44150,42
586,20180902,20,36,44230,4
587,20180902,20,36,44250,10
588,20180902,20,36,45140,4
589,20180902,21,36,11680,4
590,20180902,21,36,30110,12
591,20180902,21,36,30140,18
592,20180902,21,36,30170,48
593,20180902,21,36,30200,86
594,20180902,21,36,30230,16
595,20180902,21,36,41135,4
596,20180902,21,36,43112,25
597,20180902,21,36,43113,40
598,20180902,21,36,43114,8
599,20180902,21,36,44131,11
600,20180902,21,36,44133,4
601,20180902,21,36,44150,45
602,20180902,21,36,44230,4
603,20180902,21,36,44250,5
604,20180902,22,36,11590,4
605,20180902,22,36,11680,4
606,20180902,22,36,30110,9
607,20180902,22,36,30140,7
608,20180902,22,36,30170,23
609,20180902,22,36,30200,45
610,20180902,22,36,30230,11
611,20180902,22,36,43112,10
612,20180902,22,36,43113,43
613,20180902,22,36,43114,5
614,20180902,22,36,44131,13
615,20180902,22,36,44133,4
616,20180902,22,36,44150,21
617,20180902,22,36,44250,4
618,20180902,23,36,30110,4
619,20180902,23,36,30140,6
620,20180902,23,36,30170,24
621,20180902,23,36,30200,23
622,20180902,23,36,30230,8
623,20180902,23,36,43112,12
624,20180902,23,36,43113,26
625,20180902,23,36,44131,11
626,20180902,23,36,44133,5
627,20180902,23,36,44150,12
628,20180903,00,36,11110,4
629,20180903,00,36,11470,5
630,20180903,00,36,11590,5
631,20180903,00,36,11620,4
632,20180903,00,36,11680,4
633,20180903,00,36,11740,4
634,20180903,00,36,30110,5
635,20180903,00,36,30140,9
636,20180903,00,36,30170,17
637,20180903,00,36,30200,23
638,20180903,00,36,30230,11
639,20180903,00,36,41135,4
640,20180903,00,36,43112,13
641,20180903,00,36,43113,23
642,20180903,00,36,43114,4
643,20180903,00,36,44131,7
644,20180903,00,36,44150,12
645,20180903,01,36,30140,4
646,20180903,01,36,30170,4
647,20180903,01,36,30200,8
648,20180903,01,36,30230,4
649,20180903,01,36,43112,5
650,20180903,01,36,43113,9
651,20180903,01,36,44131,5
652,20180903,01,36,44150,7
653,20180903,02,36,30140,5
654,20180903,02,36,30170,5
655,20180903,02,36,30200,4
656,20180903,02,36,30230,5
657,20180903,02,36,43112,4
658,20180903,02,36,43113,6
659,20180903,03,36,30170,5
660,20180903,03,36,30200,6
661,20180903,03,36,43113,5
662,20180903,03,36,44150,6
663,20180903,04,36,30140,4
664,20180903,04,36,30170,6
665,20180903,04,36,30200,5
666,20180903,04,36,43112,6
667,20180903,04,36,43113,8
668,20180903,04,36,44131,5
669,20180903,04,36,44150,5
670,20180903,05,36,30110,7
671,20180903,05,36,30140,7
672,20180903,05,36,30170,24
673,20180903,05,36,30200,23
674,20180903,05,36,30230,10
675,20180903,05,36,43112,7
676,20180903,05,36,43113,26
677,20180903,05,36,44131,7
678,20180903,05,36,44133,4
679,20180903,05,36,44150,13
680,20180903,05,36,44250,7
681,20180903,06,36,11410,4
682,20180903,06,36,11680,4
683,20180903,06,36,30110,45
684,20180903,06,36,30140,47
685,20180903,06,36,30170,127
686,20180903,06,36,30200,115
687,20180903,06,36,30230,51
688,20180903,06,36,41220,5
689,20180903,06,36,41590,7
690,20180903,06,36,43111,14
691,20180903,06,36,43112,36
692,20180903,06,36,43113,65
693,20180903,06,36,43114,15
694,20180903,06,36,44131,52
695,20180903,06,36,44133,10
696,20180903,06,36,44150,63
697,20180903,06,36,44200,12
698,20180903,06,36,44230,6
699,20180903,06,36,44250,16
700,20180903,07,36,11170,8
701,20180903,07,36,11290,8
702,20180903,07,36,11350,7
703,20180903,07,36,11410,5
704,20180903,07,36,11470,5
705,20180903,07,36,11500,6
706,20180903,07,36,11530,4
707,20180903,07,36,11560,4
708,20180903,07,36,11590,11
709,20180903,07,36,11620,6
710,20180903,07,36,11650,11
711,20180903,07,36,11680,13
712,20180903,07,36,11710,9
713,20180903,07,36,27260,5
714,20180903,07,36,27290,6
715,20180903,07,36,28185,4
716,20180903,07,36,28200,5
717,20180903,07,36,30110,106
718,20180903,07,36,30140,111
719,20180903,07,36,30170,311
720,20180903,07,36,30200,404
721,20180903,07,36,30230,135
722,20180903,07,36,41135,9
723,20180903,07,36,41173,5
724,20180903,07,36,41190,5
725,20180903,07,36,41210,6
726,20180903,07,36,41220,8
727,20180903,07,36,41370,4
728,20180903,07,36,41410,7
729,20180903,07,36,41465,8
730,20180903,07,36,41590,13
731,20180903,07,36,43111,74
732,20180903,07,36,43112,172
733,20180903,07,36,43113,253
734,20180903,07,36,43114,50
735,20180903,07,36,43130,5
736,20180903,07,36,43730,8
737,20180903,07,36,43770,4
738,20180903,07,36,44131,181
739,20180903,07,36,44133,64
740,20180903,07,36,44150,158
741,20180903,07,36,44200,43
742,20180903,07,36,44230,15
743,20180903,07,36,44250,27
744,20180903,07,36,44710,4
745,20180903,07,36,44800,5
746,20180903,07,36,45113,7
747,20180903,07,36,45140,6
748,20180903,08,36,11110,9
749,20180903,08,36,11170,16
750,20180903,08,36,11200,9
751,20180903,08,36,11215,6
752,20180903,08,36,11230,6
753,20180903,08,36,11260,4
754,20180903,08,36,11290,14
755,20180903,08,36,11320,6
756,20180903,08,36,11350,18
757,20180903,08,36,11380,14
758,20180903,08,36,11410,13
759,20180903,08,36,11440,13
760,20180903,08,36,11470,21
761,20180903,08,36,11500,8
762,20180903,08,36,11530,6
763,20180903,08,36,11560,14
764,20180903,08,36,11590,18
765,20180903,08,36,11620,18
766,20180903,08,36,11650,23
767,20180903,08,36,11680,40
768,20180903,08,36,11710,30
769,20180903,08,36,11740,12
770,20180903,08,36,27260,5
771,20180903,08,36,27290,4
772,20180903,08,36,28200,6
773,20180903,08,36,28237,4
774,20180903,08,36,30110,125
775,20180903,08,36,30140,135
776,20180903,08,36,30170,468
