id,h_dng_cd,year,month,sex,age,population
2566,36110330,2018,5,M,35,10568.99573
2567,36110330,2018,5,M,40,10300.62902
2568,36110330,2018,5,M,45,13342.3567
2569,36110330,2018,5,M,50,13165.1521
2570,36110330,2018,5,M,55,11753.12002
2571,36110330,2018,5,M,60,8448.080418
2572,36110330,2018,5,M,65,3756.227267
2573,36110330,2018,5,M,70,2876.167556
2574,36110330,2018,5,M,75,1682.767211
2575,36110330,2018,6,F,15,2108.693928
2576,36110330,2018,6,F,20,3072.98309
2577,36110330,2018,6,F,25,3607.898228
2578,36110330,2018,6,F,30,3514.559907
2579,36110330,2018,6,F,35,4284.953221
2580,36110330,2018,6,F,40,4755.942529
2581,36110330,2018,6,F,45,5825.539847
2582,36110330,2018,6,F,50,5727.5139
2583,36110330,2018,6,F,55,7040.238467
2584,36110330,2018,6,F,60,5896.164168
2585,36110330,2018,6,F,65,3933.536567
2586,36110330,2018,6,F,70,3628.439481
2587,36110330,2018,6,F,75,3046.093785
2588,36110330,2018,6,M,15,4718.032822
2589,36110330,2018,6,M,20,6481.288946
2590,36110330,2018,6,M,25,7702.105823
2591,36110330,2018,6,M,30,8392.927881
2592,36110330,2018,6,M,35,10599.26467
2593,36110330,2018,6,M,40,10717.84229
2594,36110330,2018,6,M,45,13573.96851
2595,36110330,2018,6,M,50,13626.26023
2596,36110330,2018,6,M,55,11695.52115
2597,36110330,2018,6,M,60,8379.700865
2598,36110330,2018,6,M,65,3601.959247
2599,36110330,2018,6,M,70,3089.375953
2600,36110330,2018,6,M,75,1910.488983
2601,36110330,2018,7,F,15,2770.859121
2602,36110330,2018,7,F,20,3438.802099
2603,36110330,2018,7,F,25,3384.244539
2604,36110330,2018,7,F,30,3383.221198
2605,36110330,2018,7,F,35,4353.57737
2606,36110330,2018,7,F,40,4807.524697
2607,36110330,2018,7,F,45,5807.222705
2608,36110330,2018,7,F,50,5724.087838
2609,36110330,2018,7,F,55,6862.610292
2610,36110330,2018,7,F,60,5734.56231
2611,36110330,2018,7,F,65,3651.720184
2612,36110330,2018,7,F,70,3521.194643
2613,36110330,2018,7,F,75,3080.11666
2614,36110330,2018,7,M,15,4634.540799
2615,36110330,2018,7,M,20,7052.174811
2616,36110330,2018,7,M,25,7491.025957
2617,36110330,2018,7,M,30,8078.158467
2618,36110330,2018,7,M,35,10168.98347
2619,36110330,2018,7,M,40,10590.49177
2620,36110330,2018,7,M,45,14263.98702
2621,36110330,2018,7,M,50,13862.39697
2622,36110330,2018,7,M,55,11670.22244
2623,36110330,2018,7,M,60,8413.56601
2624,36110330,2018,7,M,65,3617.789447
2625,36110330,2018,7,M,70,3100.767329
2626,36110330,2018,7,M,75,1978.858493
2627,36110330,2018,8,F,15,2854.199457
2628,36110330,2018,8,F,20,3713.695487
2629,36110330,2018,8,F,25,3353.86892
2630,36110330,2018,8,F,30,3480.884004
2631,36110330,2018,8,F,35,4512.07639
2632,36110330,2018,8,F,40,5192.878025
2633,36110330,2018,8,F,45,5903.490347
2634,36110330,2018,8,F,50,5859.505824
2635,36110330,2018,8,F,55,7008.285041
2636,36110330,2018,8,F,60,5941.124906
2637,36110330,2018,8,F,65,3876.959549
2638,36110330,2018,8,F,70,3413.748141
2639,36110330,2018,8,F,75,3223.489036
2640,36110330,2018,8,M,15,4200.415861
2641,36110330,2018,8,M,20,6759.694296
2642,36110330,2018,8,M,25,7690.266953
2643,36110330,2018,8,M,30,8278.936146
2644,36110330,2018,8,M,35,10846.30242
2645,36110330,2018,8,M,40,10797.26013
2646,36110330,2018,8,M,45,14113.25433
2647,36110330,2018,8,M,50,13675.10059
2648,36110330,2018,8,M,55,11954.58131
2649,36110330,2018,8,M,60,8587.920459
2650,36110330,2018,8,M,65,3696.294668
2651,36110330,2018,8,M,70,3147.695021
2652,36110330,2018,8,M,75,2193.870773
2653,36110330,2018,9,F,15,2326.021582
2654,36110330,2018,9,F,20,3656.466382
2655,36110330,2018,9,F,25,3274.69319
2656,36110330,2018,9,F,30,3817.006054
2657,36110330,2018,9,F,35,5074.242353
2658,36110330,2018,9,F,40,5600.036078
2659,36110330,2018,9,F,45,6524.962615
2660,36110330,2018,9,F,50,6296.678361
2661,36110330,2018,9,F,55,7690.170299
2662,36110330,2018,9,F,60,6459.05602
2663,36110330,2018,9,F,65,4284.316987
2664,36110330,2018,9,F,70,3744.497503
2665,36110330,2018,9,F,75,3364.580001
2666,36110330,2018,9,M,15,5224.079865
2667,36110330,2018,9,M,20,6858.70285
2668,36110330,2018,9,M,25,8211.178587
2669,36110330,2018,9,M,30,8368.671591
2670,36110330,2018,9,M,35,11057.95201
2671,36110330,2018,9,M,40,11054.30311
2672,36110330,2018,9,M,45,14169.14134
2673,36110330,2018,9,M,50,14301.16837
2674,36110330,2018,9,M,55,12468.31965
2675,36110330,2018,9,M,60,9289.190879
2676,36110330,2018,9,M,65,4062.066675
2677,36110330,2018,9,M,70,3309.495633
2678,36110330,2018,9,M,75,2200.148409
2679,36110515,2017,10,F,15,16337.95361
2680,36110515,2017,10,F,20,10120.20466
2681,36110515,2017,10,F,25,15137.59761
2682,36110515,2017,10,F,30,21200.92289
2683,36110515,2017,10,F,35,38567.54022
2684,36110515,2017,10,F,40,34698.18568
2685,36110515,2017,10,F,45,29315.08846
2686,36110515,2017,10,F,50,19392.65035
2687,36110515,2017,10,F,55,17668.9934
2688,36110515,2017,10,F,60,12732.01242
2689,36110515,2017,10,F,65,8868.554883
2690,36110515,2017,10,F,70,5162.388353
2691,36110515,2017,10,F,75,5340.818593
2692,36110515,2017,10,M,15,15186.73582
2693,36110515,2017,10,M,20,11148.27478
2694,36110515,2017,10,M,25,12660.81212
2695,36110515,2017,10,M,30,18529.75182
2696,36110515,2017,10,M,35,30098.94264
2697,36110515,2017,10,M,40,35064.31016
2698,36110515,2017,10,M,45,33120.25272
2699,36110515,2017,10,M,50,22106.46177
2700,36110515,2017,10,M,55,20454.14245
2701,36110515,2017,10,M,60,13042.81939
2702,36110515,2017,10,M,65,8851.023595
2703,36110515,2017,10,M,70,5684.132607
2704,36110515,2017,10,M,75,4545.023953
2705,36110515,2017,11,F,15,17564.70376
2706,36110515,2017,11,F,20,10451.12621
2707,36110515,2017,11,F,25,17134.52141
2708,36110515,2017,11,F,30,23966.62212
2709,36110515,2017,11,F,35,41156.39795
2710,36110515,2017,11,F,40,36768.59228
2711,36110515,2017,11,F,45,30727.00981
2712,36110515,2017,11,F,50,20347.89694
2713,36110515,2017,11,F,55,19000.90352
2714,36110515,2017,11,F,60,13288.52445
2715,36110515,2017,11,F,65,9328.001641
2716,36110515,2017,11,F,70,5573.418333
2717,36110515,2017,11,F,75,5583.693439
2718,36110515,2017,11,M,15,15853.63534
2719,36110515,2017,11,M,20,11296.02522
2720,36110515,2017,11,M,25,14537.8956
2721,36110515,2017,11,M,30,20067.56687
2722,36110515,2017,11,M,35,31961.58739
2723,36110515,2017,11,M,40,35820.61986
2724,36110515,2017,11,M,45,34542.54494
2725,36110515,2017,11,M,50,24077.82661
2726,36110515,2017,11,M,55,21525.34507
2727,36110515,2017,11,M,60,13978.59898
2728,36110515,2017,11,M,65,9313.073153
2729,36110515,2017,11,M,70,5992.446199
2730,36110515,2017,11,M,75,4807.096793
2731,36110515,2017,12,F,15,18715.6106
2732,36110515,2017,12,F,20,11458.13381
2733,36110515,2017,12,F,25,18339.88086
2734,36110515,2017,12,F,30,25536.73959
2735,36110515,2017,12,F,35,42859.33205
2736,36110515,2017,12,F,40,38854.53879
2737,36110515,2017,12,F,45,32100.62618
2738,36110515,2017,12,F,50,21892.89151
2739,36110515,2017,12,F,55,20464.65874
2740,36110515,2017,12,F,60,14404.7403
2741,36110515,2017,12,F,65,9777.72875
2742,36110515,2017,12,F,70,5961.044903
2743,36110515,2017,12,F,75,5503.334979
2744,36110515,2017,12,M,15,17582.27187
2745,36110515,2017,12,M,20,12725.25994
2746,36110515,2017,12,M,25,15294.99868
2747,36110515,2017,12,M,30,22204.14964
2748,36110515,2017,12,M,35,34042.76723
2749,36110515,2017,12,M,40,38970.69655
2750,36110515,2017,12,M,45,37385.99536
2751,36110515,2017,12,M,50,25432.24267
2752,36110515,2017,12,M,55,23539.72758
2753,36110515,2017,12,M,60,14980.81633
2754,36110515,2017,12,M,65,9668.572157
2755,36110515,2017,12,M,70,6817.010933
2756,36110515,2017,12,M,75,4943.67975
2757,36110515,2018,1,F,15,20373.01311
2758,36110515,2018,1,F,20,12974.20619
2759,36110515,2018,1,F,25,18766.55848
2760,36110515,2018,1,F,30,27364.46874
2761,36110515,2018,1,F,35,44592.25689
2762,36110515,2018,1,F,40,40762.9972
2763,36110515,2018,1,F,45,33901.53972
2764,36110515,2018,1,F,50,22711.58176
2765,36110515,2018,1,F,55,21059.56097
2766,36110515,2018,1,F,60,15940.86647
2767,36110515,2018,1,F,65,10856.40204
2768,36110515,2018,1,F,70,6296.777436
2769,36110515,2018,1,F,75,5919.582801
2770,36110515,2018,1,M,15,19339.3539
2771,36110515,2018,1,M,20,15194.65933
2772,36110515,2018,1,M,25,15608.18279
2773,36110515,2018,1,M,30,23759.86958
2774,36110515,2018,1,M,35,35123.46143
2775,36110515,2018,1,M,40,40820.98421
2776,36110515,2018,1,M,45,38580.86579
2777,36110515,2018,1,M,50,26445.53162
2778,36110515,2018,1,M,55,24312.33884
2779,36110515,2018,1,M,60,14908.90562
2780,36110515,2018,1,M,65,10432.85172
2781,36110515,2018,1,M,70,7194.704766
2782,36110515,2018,1,M,75,5208.910832
2783,36110515,2018,2,F,15,20463.78399
2784,36110515,2018,2,F,20,13935.94949
2785,36110515,2018,2,F,25,19676.96158
2786,36110515,2018,2,F,30,28408.93424
2787,36110515,2018,2,F,35,46039.72849
2788,36110515,2018,2,F,40,43185.36878
2789,36110515,2018,2,F,45,35230.59711
2790,36110515,2018,2,F,50,24387.25915
2791,36110515,2018,2,F,55,22906.39104
2792,36110515,2018,2,F,60,16657.58993
2793,36110515,2018,2,F,65,11418.81326
2794,36110515,2018,2,F,70,6452.865963
2795,36110515,2018,2,F,75,6252.599567
2796,36110515,2018,2,M,15,19492.3901
2797,36110515,2018,2,M,20,16525.43441
2798,36110515,2018,2,M,25,16334.30825
2799,36110515,2018,2,M,30,25762.56257
2800,36110515,2018,2,M,35,36914.36188
2801,36110515,2018,2,M,40,42651.94512
2802,36110515,2018,2,M,45,40224.67318
2803,36110515,2018,2,M,50,28133.43416
2804,36110515,2018,2,M,55,26060.25147
2805,36110515,2018,2,M,60,16791.57483
2806,36110515,2018,2,M,65,11288.83968
2807,36110515,2018,2,M,70,7421.245244
2808,36110515,2018,2,M,75,5303.259954
2809,36110515,2018,3,F,15,22005.11579
2810,36110515,2018,3,F,20,14774.43885
2811,36110515,2018,3,F,25,23664.1481
2812,36110515,2018,3,F,30,35573.6073
2813,36110515,2018,3,F,35,54659.48525
2814,36110515,2018,3,F,40,51031.91398
2815,36110515,2018,3,F,45,39478.56202
2816,36110515,2018,3,F,50,27849.46322
2817,36110515,2018,3,F,55,25488.93193
2818,36110515,2018,3,F,60,19479.65639
2819,36110515,2018,3,F,65,12081.0977
2820,36110515,2018,3,F,70,7239.096997
2821,36110515,2018,3,F,75,6570.896989
2822,36110515,2018,3,M,15,19942.18908
2823,36110515,2018,3,M,20,14599.18753
2824,36110515,2018,3,M,25,18480.02864
2825,36110515,2018,3,M,30,29665.48425
2826,36110515,2018,3,M,35,43517.30485
2827,36110515,2018,3,M,40,47525.82217
2828,36110515,2018,3,M,45,44794.77471
2829,36110515,2018,3,M,50,31020.34135
2830,36110515,2018,3,M,55,28449.21319
2831,36110515,2018,3,M,60,18983.68803
2832,36110515,2018,3,M,65,12201.83096
2833,36110515,2018,3,M,70,8195.994997
2834,36110515,2018,3,M,75,5186.422433
2835,36110515,2018,4,F,15,23451.04973
2836,36110515,2018,4,F,20,15206.02025
2837,36110515,2018,4,F,25,26319.30198
2838,36110515,2018,4,F,30,39394.39655
2839,36110515,2018,4,F,35,58913.5783
2840,36110515,2018,4,F,40,53410.00618
2841,36110515,2018,4,F,45,40903.16493
2842,36110515,2018,4,F,50,28963.35941
2843,36110515,2018,4,F,55,26602.63949
2844,36110515,2018,4,F,60,20716.45142
2845,36110515,2018,4,F,65,13122.66168
2846,36110515,2018,4,F,70,7732.534556
2847,36110515,2018,4,F,75,7447.829614
2848,36110515,2018,4,M,15,22058.63505
2849,36110515,2018,4,M,20,14726.01674
2850,36110515,2018,4,M,25,19935.23779
2851,36110515,2018,4,M,30,33199.43816
2852,36110515,2018,4,M,35,45822.57382
2853,36110515,2018,4,M,40,48640.0576
2854,36110515,2018,4,M,45,45968.2472
2855,36110515,2018,4,M,50,32001.93196
2856,36110515,2018,4,M,55,28124.13009
2857,36110515,2018,4,M,60,20363.1553
2858,36110515,2018,4,M,65,12512.31026
2859,36110515,2018,4,M,70,8672.918203
2860,36110515,2018,4,M,75,5433.458781
2861,36110515,2018,5,F,15,24194.18139
2862,36110515,2018,5,F,20,15990.13437
2863,36110515,2018,5,F,25,28156.9237
2864,36110515,2018,5,F,30,41865.5705
2865,36110515,2018,5,F,35,59831.31162
2866,36110515,2018,5,F,40,55118.24783
2867,36110515,2018,5,F,45,41841.65268
2868,36110515,2018,5,F,50,30428.02236
2869,36110515,2018,5,F,55,27588.86455
2870,36110515,2018,5,F,60,21858.7659
2871,36110515,2018,5,F,65,13567.38292
2872,36110515,2018,5,F,70,8221.687933
2873,36110515,2018,5,F,75,7979.729249
2874,36110515,2018,5,M,15,22722.76814
2875,36110515,2018,5,M,20,15696.81722
2876,36110515,2018,5,M,25,21442.47016
2877,36110515,2018,5,M,30,34893.99292
2878,36110515,2018,5,M,35,48787.47326
2879,36110515,2018,5,M,40,50207.25357
2880,36110515,2018,5,M,45,47401.44735
2881,36110515,2018,5,M,50,32947.11453
2882,36110515,2018,5,M,55,28569.6382
2883,36110515,2018,5,M,60,21269.6498
2884,36110515,2018,5,M,65,13258.93488
2885,36110515,2018,5,M,70,8786.49566
2886,36110515,2018,5,M,75,5786.883987
2887,36110515,2018,6,F,15,28418.63421
2888,36110515,2018,6,F,20,18544.33025
2889,36110515,2018,6,F,25,31816.47482
2890,36110515,2018,6,F,30,46913.42083
2891,36110515,2018,6,F,35,66924.95348
2892,36110515,2018,6,F,40,61004.05433
2893,36110515,2018,6,F,45,46305.55218
2894,36110515,2018,6,F,50,33954.09919
2895,36110515,2018,6,F,55,30684.15874
2896,36110515,2018,6,F,60,23587.65531
2897,36110515,2018,6,F,65,14742.36855
2898,36110515,2018,6,F,70,9025.60656
2899,36110515,2018,6,F,75,8395.263321
2900,36110515,2018,6,M,15,26662.66231
2901,36110515,2018,6,M,20,17498.024
2902,36110515,2018,6,M,25,25118.57818
2903,36110515,2018,6,M,30,39137.06195
2904,36110515,2018,6,M,35,54000.81944
2905,36110515,2018,6,M,40,54734.2723
2906,36110515,2018,6,M,45,52173.43819
2907,36110515,2018,6,M,50,35979.15329
2908,36110515,2018,6,M,55,31260.06154
2909,36110515,2018,6,M,60,23292.72099
2910,36110515,2018,6,M,65,14511.81401
2911,36110515,2018,6,M,70,10192.50087
2912,36110515,2018,6,M,75,6262.240357
2913,36110515,2018,7,F,15,31153.9322
2914,36110515,2018,7,F,20,21287.07717
2915,36110515,2018,7,F,25,32839.9599
2916,36110515,2018,7,F,30,49304.65369
2917,36110515,2018,7,F,35,68839.09001
2918,36110515,2018,7,F,40,61977.94739
2919,36110515,2018,7,F,45,47499.3098
2920,36110515,2018,7,F,50,36002.75246
2921,36110515,2018,7,F,55,31371.32134
2922,36110515,2018,7,F,60,25165.12208
2923,36110515,2018,7,F,65,15529.72734
2924,36110515,2018,7,F,70,9384.790013
2925,36110515,2018,7,F,75,9165.365414
2926,36110515,2018,7,M,15,30012.36468
2927,36110515,2018,7,M,20,20663.38067
2928,36110515,2018,7,M,25,25799.06698
2929,36110515,2018,7,M,30,40986.90868
2930,36110515,2018,7,M,35,54714.39287
2931,36110515,2018,7,M,40,54834.39525
2932,36110515,2018,7,M,45,52499.74001
2933,36110515,2018,7,M,50,37233.10573
2934,36110515,2018,7,M,55,32061.59023
2935,36110515,2018,7,M,60,23770.18273
2936,36110515,2018,7,M,65,14764.62823
2937,36110515,2018,7,M,70,9938.513967
2938,36110515,2018,7,M,75,6359.572768
2939,36110515,2018,8,F,15,33534.51739
2940,36110515,2018,8,F,20,22294.95488
2941,36110515,2018,8,F,25,33439.96193
2942,36110515,2018,8,F,30,51072.6173
2943,36110515,2018,8,F,35,72033.70957
2944,36110515,2018,8,F,40,68801.58748
2945,36110515,2018,8,F,45,53431.6787
2946,36110515,2018,8,F,50,39913.39174
2947,36110515,2018,8,F,55,33860.03562
2948,36110515,2018,8,F,60,27860.77027
2949,36110515,2018,8,F,65,18156.04148
2950,36110515,2018,8,F,70,10696.06457
2951,36110515,2018,8,F,75,11122.59609
2952,36110515,2018,8,M,15,33407.40904
2953,36110515,2018,8,M,20,22034.20879
2954,36110515,2018,8,M,25,26939.09046
2955,36110515,2018,8,M,30,43204.15791
2956,36110515,2018,8,M,35,59206.20675
2957,36110515,2018,8,M,40,60507.40709
2958,36110515,2018,8,M,45,58564.37902
2959,36110515,2018,8,M,50,40815.73271
2960,36110515,2018,8,M,55,34915.46147
2961,36110515,2018,8,M,60,25074.23796
2962,36110515,2018,8,M,65,15512.46786
2963,36110515,2018,8,M,70,11473.81718
2964,36110515,2018,8,M,75,7264.964789
2965,36110515,2018,9,F,15,36219.83152
2966,36110515,2018,9,F,20,16053.9347
2967,36110515,2018,9,F,25,22215.7966
2968,36110515,2018,9,F,30,34934.02004
2969,36110515,2018,9,F,35,60156.71654
2970,36110515,2018,9,F,40,68137.38919
2971,36110515,2018,9,F,45,53635.05377
2972,36110515,2018,9,F,50,37670.77912
2973,36110515,2018,9,F,55,28301.50435
2974,36110515,2018,9,F,60,23723.19943
2975,36110515,2018,9,F,65,18207.77524
2976,36110515,2018,9,F,70,11448.51084
2977,36110515,2018,9,F,75,13809.75684
2978,36110515,2018,9,M,15,35006.82944
2979,36110515,2018,9,M,20,17120.88592
2980,36110515,2018,9,M,25,17858.4585
2981,36110515,2018,9,M,30,26160.06815
2982,36110515,2018,9,M,35,44951.27221
2983,36110515,2018,9,M,40,53797.15882
2984,36110515,2018,9,M,45,55481.33688
2985,36110515,2018,9,M,50,37177.64756
2986,36110515,2018,9,M,55,30863.6438
2987,36110515,2018,9,M,60,19097.11568
2988,36110515,2018,9,M,65,14150.77997
2989,36110515,2018,9,M,70,11511.39816
2990,36110515,2018,9,M,75,7251.621589
2991,36110390,2017,1,F,20,1142.39648
2992,36110390,2017,1,F,25,1326.819209
2993,36110390,2017,1,F,30,992.0574153
2994,36110390,2017,1,F,35,1558.850355
2995,36110390,2017,1,F,40,1150.607601
2996,36110390,2017,1,F,45,2273.88078
2997,36110390,2017,1,F,50,1702.820047
2998,36110390,2017,1,F,55,2669.94837
2999,36110390,2017,1,F,60,1006.639376
3000,36110390,2017,1,F,65,1238.309768
3001,36110390,2017,1,F,70,1219.859552
3002,36110390,2017,1,F,75,222.4540153
3003,36110390,2017,1,M,15,1268.262889
3004,36110390,2017,1,M,20,1806.885465
3005,36110390,2017,1,M,25,1523.656052
3006,36110390,2017,1,M,30,2438.191188
3007,36110390,2017,1,M,35,2051.58592
3008,36110390,2017,1,M,40,2568.620886
3009,36110390,2017,1,M,45,2901.69803
3010,36110390,2017,1,M,50,2765.596022
3011,36110390,2017,1,M,55,3244.4339
3012,36110390,2017,1,M,60,2021.420293
3013,36110390,2017,1,M,65,1333.626164
3014,36110390,2017,1,M,70,776.0000476
3015,36110390,2017,1,M,75,349.7184737
3016,36110390,2017,2,F,15,1087.218115
3017,36110390,2017,2,F,20,821.6123378
3018,36110390,2017,2,F,25,953.7561566
3019,36110390,2017,2,F,30,772.1344732
3020,36110390,2017,2,F,35,1266.73161
3021,36110390,2017,2,F,40,835.5861157
3022,36110390,2017,2,F,45,2298.486081
3023,36110390,2017,2,F,50,1407.908731
3024,36110390,2017,2,F,55,2701.461209
3025,36110390,2017,2,F,60,930.695849
3026,36110390,2017,2,F,65,1014.58906
3027,36110390,2017,2,F,70,1278.002825
3028,36110390,2017,2,F,75,322.8357504
3029,36110390,2017,2,M,15,729.5913238
3030,36110390,2017,2,M,20,1457.700044
3031,36110390,2017,2,M,25,1542.971773
3032,36110390,2017,2,M,30,2211.443796
3033,36110390,2017,2,M,35,1720.835498
3034,36110390,2017,2,M,40,2460.323576
3035,36110390,2017,2,M,45,2608.078493
3036,36110390,2017,2,M,50,2750.873549
3037,36110390,2017,2,M,55,3194.757127
3038,36110390,2017,2,M,60,2063.795505
3039,36110390,2017,2,M,65,1289.68228
3040,36110390,2017,2,M,70,744.1224049
3041,36110390,2017,2,M,75,511.6721561
3042,36110390,2017,3,F,15,263.8189677
3043,36110390,2017,3,F,20,604.5291226
3044,36110390,2017,3,F,25,796.6045777
3045,36110390,2017,3,F,30,751.4911781
3046,36110390,2017,3,F,35,1119.732686
3047,36110390,2017,3,F,40,750.487829
3048,36110390,2017,3,F,45,2053.483327
3049,36110390,2017,3,F,50,1364.616702
3050,36110390,2017,3,F,55,2510.074767
3051,36110390,2017,3,F,60,999.9937233
3052,36110390,2017,3,F,65,1056.237416
3053,36110390,2017,3,F,70,1270.845992
3054,36110390,2017,3,F,75,418.4161517
3055,36110390,2017,3,M,20,1153.910094
3056,36110390,2017,3,M,25,1461.775786
3057,36110390,2017,3,M,30,1973.499
3058,36110390,2017,3,M,35,1716.09375
3059,36110390,2017,3,M,40,2386.068131
3060,36110390,2017,3,M,45,2378.012719
3061,36110390,2017,3,M,50,2612.708983
3062,36110390,2017,3,M,55,3048.714951
3063,36110390,2017,3,M,60,1937.395825
3064,36110390,2017,3,M,65,1271.771431
3065,36110390,2017,3,M,70,660.0876829
3066,36110390,2017,3,M,75,536.0182293
3067,36110390,2017,4,F,15,1034.830703
3068,36110390,2017,4,F,20,810.9474706
3069,36110390,2017,4,F,25,1107.557357
3070,36110390,2017,4,F,30,1030.347188
3071,36110390,2017,4,F,35,1443.864688
3072,36110390,2017,4,F,40,997.6032636
3073,36110390,2017,4,F,45,2570.074734
3074,36110390,2017,4,F,50,1894.178391
3075,36110390,2017,4,F,55,3089.073189
3076,36110390,2017,4,F,60,1421.932184
3077,36110390,2017,4,F,65,1437.319621
3078,36110390,2017,4,F,70,1580.825199
3079,36110390,2017,4,F,75,653.8783028
3080,36110390,2017,4,M,15,674.3531292
3081,36110390,2017,4,M,20,1499.073311
3082,36110390,2017,4,M,25,1788.332975
3083,36110390,2017,4,M,30,2142.397507
3084,36110390,2017,4,M,35,1900.635869
3085,36110390,2017,4,M,40,2839.314575
3086,36110390,2017,4,M,45,2685.657361
3087,36110390,2017,4,M,50,3039.411777
3088,36110390,2017,4,M,55,3603.346445
3089,36110390,2017,4,M,60,2343.073411
3090,36110390,2017,4,M,65,1464.516866
3091,36110390,2017,4,M,70,1050.577083
3092,36110390,2017,4,M,75,587.1802613
3093,36110390,2017,5,F,15,1044.751014
3094,36110390,2017,5,F,20,1010.937644
3095,36110390,2017,5,F,25,1104.494756
3096,36110390,2017,5,F,30,1132.53244
3097,36110390,2017,5,F,35,1536.135976
3098,36110390,2017,5,F,40,1209.437923
3099,36110390,2017,5,F,45,2473.430878
3100,36110390,2017,5,F,50,1841.251539
3101,36110390,2017,5,F,55,3165.961269
3102,36110390,2017,5,F,60,1424.133757
3103,36110390,2017,5,F,65,1395.805963
3104,36110390,2017,5,F,70,1565.670295
3105,36110390,2017,5,F,75,571.0617717
3106,36110390,2017,5,M,15,927.0817933
3107,36110390,2017,5,M,20,1480.361826
3108,36110390,2017,5,M,25,1691.127462
3109,36110390,2017,5,M,30,2074.359932
3110,36110390,2017,5,M,35,2075.772214
3111,36110390,2017,5,M,40,2720.725925
3112,36110390,2017,5,M,45,2726.130499
3113,36110390,2017,5,M,50,3150.391625
3114,36110390,2017,5,M,55,3522.375131
3115,36110390,2017,5,M,60,2217.577861
3116,36110390,2017,5,M,65,1277.997058
3117,36110390,2017,5,M,70,1205.315054
3118,36110390,2017,5,M,75,590.6424595
3119,36110390,2017,6,F,15,890.9265433
3120,36110390,2017,6,F,20,883.5711777
3121,36110390,2017,6,F,25,1079.691174
3122,36110390,2017,6,F,30,1001.060447
3123,36110390,2017,6,F,35,1278.879073
3124,36110390,2017,6,F,40,1087.521405
3125,36110390,2017,6,F,45,2286.183712
3126,36110390,2017,6,F,50,1708.245954
3127,36110390,2017,6,F,55,2856.009829
3128,36110390,2017,6,F,60,1535.641217
3129,36110390,2017,6,F,65,1228.927413
3130,36110390,2017,6,F,70,1540.570454
3131,36110390,2017,6,F,75,595.3727931
3132,36110390,2017,6,M,15,679.4800267
3133,36110390,2017,6,M,20,1295.979508
3134,36110390,2017,6,M,25,1417.263923
3135,36110390,2017,6,M,30,1861.599184
3136,36110390,2017,6,M,35,2004.345937
3137,36110390,2017,6,M,40,2580.698428
3138,36110390,2017,6,M,45,2636.239057
3139,36110390,2017,6,M,50,3013.501445
3140,36110390,2017,6,M,55,3358.982741
3141,36110390,2017,6,M,60,2184.071931
3142,36110390,2017,6,M,65,1210.386173
3143,36110390,2017,6,M,70,1142.718376
3144,36110390,2017,6,M,75,540.2739466
3145,36110390,2017,7,F,15,904.4548527
3146,36110390,2017,7,F,20,824.0559435
3147,36110390,2017,7,F,25,942.554266
3148,36110390,2017,7,F,30,842.7247311
3149,36110390,2017,7,F,35,1215.862621
3150,36110390,2017,7,F,40,1101.317645
3151,36110390,2017,7,F,45,2139.550091
3152,36110390,2017,7,F,50,1555.139341
3153,36110390,2017,7,F,55,2593.6875
3154,36110390,2017,7,F,60,1507.7987
3155,36110390,2017,7,F,65,1108.498915
3156,36110390,2017,7,F,70,1344.40606
3157,36110390,2017,7,F,75,377.5447273
3158,36110390,2017,7,M,15,815.5923879
3159,36110390,2017,7,M,20,1306.897858
3160,36110390,2017,7,M,25,1296.029528
3161,36110390,2017,7,M,30,1744.006115
3162,36110390,2017,7,M,35,1882.90719
3163,36110390,2017,7,M,40,2364.504105
3164,36110390,2017,7,M,45,2407.255483
3165,36110390,2017,7,M,50,2800.524145
3166,36110390,2017,7,M,55,2940.086509
3167,36110390,2017,7,M,60,2060.246196
3168,36110390,2017,7,M,65,1048.894771
3169,36110390,2017,7,M,70,1111.5574
3170,36110390,2017,7,M,75,610.9412232
3171,36110390,2017,8,F,15,1098.564539
3172,36110390,2017,8,F,20,860.5017559
3173,36110390,2017,8,F,25,877.8630163
3174,36110390,2017,8,F,30,934.1369344
3175,36110390,2017,8,F,35,1383.440324
3176,36110390,2017,8,F,40,1274.89527
3177,36110390,2017,8,F,45,2231.282428
3178,36110390,2017,8,F,50,1608.08409
3179,36110390,2017,8,F,55,2603.032676
3180,36110390,2017,8,F,60,1653.719833
3181,36110390,2017,8,F,65,1134.646937
3182,36110390,2017,8,F,70,1500.734299
3183,36110390,2017,8,F,75,383.174128
3184,36110390,2017,8,M,15,826.6795578
3185,36110390,2017,8,M,20,1257.452694
3186,36110390,2017,8,M,25,1181.895471
3187,36110390,2017,8,M,30,1707.888523
3188,36110390,2017,8,M,35,1939.277407
3189,36110390,2017,8,M,40,2259.868972
3190,36110390,2017,8,M,45,2433.038588
3191,36110390,2017,8,M,50,2828.663559
3192,36110390,2017,8,M,55,2917.670033
3193,36110390,2017,8,M,60,2201.856319
3194,36110390,2017,8,M,65,1069.861518
3195,36110390,2017,8,M,70,1080.93953
3196,36110390,2017,8,M,75,616.4627121
3197,36110390,2017,9,F,15,606.131612
3198,36110390,2017,9,F,20,775.6153485
3199,36110390,2017,9,F,25,934.3297861
3200,36110390,2017,9,F,30,952.9251518
