year,month,hd_cd,sector_code,living_ingu,revenue,customer_count,payment_count
2017,9,36110510,2002,723649.3125299999,66629369.3484,4260.404440167001,4667.296999258001
2017,9,36110510,2003,730650.9272129999,209370518.4032,24150.270112600007,25283.186649500003
2017,9,36110510,2004,714936.3204839999,65080470.22422,7523.523196616001,7978.285468575999
2017,9,36110510,2099,713895.8499889999,114713802.66805,7930.4157562089995,8385.178027069
2017,9,36110510,2104,730650.9272129999,727802269.8409,19953.691956369,20368.562802269003
2017,9,36110510,2107,657470.586365,105796976.98130001,2281.78964417,2305.7245005399996
2017,9,36110510,2109,706808.2111249999,149308427.1551,7276.1963474799995,7324.066060280001
2017,9,36110510,2110,637257.541618,35535602.60697,2034.462794456,2138.180505566
2017,9,36110510,2112,713310.9673019999,226737503.27549997,8464.960882078998,8536.765451279
2017,9,36110510,2113,686238.6916099999,118259296.53410001,2848.247912276999,2864.204483277
2017,9,36110510,2199,715521.2031709999,180763221.83359998,9909.030551709,10092.531117579001
2017,9,36110510,2402,665684.719905,110489630.2826,3534.3804626749993,3638.0981737450006
2017,9,36110510,2406,640947.274466,61528768.59030001,1978.6147962970003,2050.419365447
2017,9,36110510,2499,556536.0659899999,16493509.549110003,941.4376853059998,957.3942562659998
2017,9,36110510,3203,248828.88388,5260881.4379,71.80456922299999,71.80456922299999
2017,9,36110510,3404,33179.40666,398914.2734,7.978285468999999,7.978285468999999
2017,9,36110510,4101,730650.9272129999,1187815348.2819,64592.199152999994,73033.2251789
2017,9,36110510,4107,730650.9272129999,8180447917.207,120081.17459145,135766.48381294997
2017,9,36110510,4111,553618.721826,16854128.05273,422.8491298340001,422.8491298340001
2017,9,36110510,4112,730650.9272129999,257020379.17156002,37298.484564959,41271.670728199
2017,9,36110510,4113,646929.0981099999,35399652.624850005,462.74055720500013,510.61027000500013
2017,9,36110510,4200,48403.39162,1595657.094,15.95657094,15.95657094
2017,9,36110510,5502,489900.76847999997,21278087.344389997,311.153133296,335.08798968700006
2017,9,36110510,5605,616511.6661200001,138773820.43919998,757.9371194759999,757.9371194759999
2017,9,36110510,5609,698349.17349,245022153.07160002,7180.456921747999,7252.261491018
2017,9,36110510,5611,446750.41148000007,11568513.9288,167.543994866,167.543994866
2017,9,36110510,6001,261701.10088,8554317.67878,127.65256749599999,127.65256749599999
2017,9,36110510,6005,323737.92543,32431632.685200002,207.43542218700003,207.43542218700003
2017,9,36110510,6010,384333.90352,10204227.114500001,143.609138443,151.587423913
2017,9,36110510,6011,490683.30253,5674954.45379,367.001131615,382.957702475
2017,9,36110510,6013,352653.88767,26400146.615000002,127.65256749699999,127.65256749699999
2017,9,36110510,6018,302621.10803,7004934.640869999,1140.894822077,1922.7667979690002
2017,9,36110510,6102,65209.334969999996,239348.56409,15.956570937999999,15.956570937999999
2017,9,36110510,6103,116901.76138000001,2656769.06139,39.891427347,39.891427347
2017,9,36110510,6113,271790.91189000005,1236634.2476,47.869712815999996,47.869712815999996
2017,9,36110510,6114,721937.9351669999,41402554.50224,4100.838730898001,4308.274153167999
2017,9,36110510,6203,436931.19964000006,8161786.034230001,231.37027860500007,247.32684954500007
2017,9,36110510,6205,587337.6723549999,24178991.941090003,837.7199741669998,869.6331160569997
2017,9,36110510,6299,163641.36984,1571722.2373199998,55.847998288,55.847998288
2017,9,36110510,7003,705182.8579429999,94677008.0063,4962.493561600001,5058.232987170001
2017,9,36110510,7005,730650.9272129999,121112340.23845002,10674.945957709,11369.056792758998
2017,9,36110510,7007,579609.81165,23352441.566999998,430.8274153070001,430.8274153070001
2017,9,36110510,7101,343987.05551,1563743.9518600001,119.674282034,119.674282034
2017,9,36110510,7102,722522.8178539999,109721139.29239,3486.510750027001,3534.3804627270006
2017,9,36110510,7103,337728.66602000006,14640153.8345,119.674282035,127.65256750500001
2017,9,36110510,7106,579149.79686,26348287.761400003,303.1748478120001,327.1097042220001
2017,9,36110510,7108,219424.63827,2888139.3397999997,55.847998286999996,55.847998286999996
2017,9,36110510,8102,349966.47914999997,77604193.655,462.74055721900004,470.71884268900004
2017,9,36110510,8106,380861.42753,102252228.031,279.23999140800004,287.21827687800004
2017,9,36110510,8110,483725.65927,38108878.10615001,885.589686978,1053.1336818379998
2017,9,36110510,8111,44996.1606,1994571.3669999999,7.978285468999999,7.978285468999999
2017,9,36110510,8112,347682.02087,56063841.695,199.45713671800002,223.39199312800002
2017,9,36110510,8202,57123.5021,3191314.187,7.978285468999999,7.978285468999999
2017,9,36110510,8215,493063.51732000004,2774049.857459999,446.7839862670001,502.6319845080001
2017,9,36110510,8299,407609.76046,55677815.91302,343.066275158,343.066275158
2017,9,36110510,8303,13373.1352,10400000.0,7.978285468999999,7.978285468999999
2017,9,36110510,8406,697588.3510019999,49616917.43715999,3845.5335959859995,3861.4901668859993
