,year,month,h_dng_cd,sector_code,living_ingu,revenue,customer_count,payment_count,saengwhal_population,jumin_ingu,jugan_sangju_ingu,yagan_sangju_ingu,dong_name,upjong_name
3721,2017,5,36110250,7108,346401.9291600001,3503423.3237000005,107.41628115400002,115.67907200400002,1074636.61013,44622,41328,44465,조치원읍,의료/미용
3722,2017,5,36110250,8101,280319.38431999995,27597721.468,115.67907202400002,115.67907202400002,1074636.61013,44622,41328,44465,조치원읍,교육
3723,2017,5,36110250,8102,635773.6548199999,82214651.66059998,528.8186149400002,545.3441966,1074636.61013,44622,41328,44465,조치원읍,교육
3724,2017,5,36110250,8106,321945.29398,174890837.534,512.293033128,644.497686928,1074636.61013,44622,41328,44465,조치원읍,교육
3725,2017,5,36110250,8110,385654.60371000005,10110350.89445,644.4976869559999,743.6511771559999,1074636.61013,44622,41328,44465,조치원읍,교육
3726,2017,5,36110250,8111,37944.49784,3305116.343000001,8.262790857999999,8.262790857999999,1074636.61013,44622,41328,44465,조치원읍,교육
3727,2017,5,36110250,8112,330399.81726,53002710.073,214.83256231599998,214.83256231599998,1074636.61013,44622,41328,44465,조치원읍,교육
3728,2017,5,36110250,8113,518251.54086000007,38083203.06660001,148.73023545799998,156.993026308,1074636.61013,44622,41328,44465,조치원읍,교육
3729,2017,5,36110250,8114,39918.37576,1652558.1719999998,8.262790857999999,16.52558172,1074636.61013,44622,41328,44465,조치원읍,교육
3730,2017,5,36110250,8199,722994.9332099998,38437676.7901,578.395360052,603.183732634,1074636.61013,44622,41328,44465,조치원읍,교육
3731,2017,5,36110250,8201,444478.57405000005,123894468.687,165.255817166,165.255817166,1074636.61013,44622,41328,44465,조치원읍,서비스
3732,2017,5,36110250,8202,824561.0804699998,24403078.63479,809.7535040919998,834.5418766920001,1074636.61013,44622,41328,44465,조치원읍,서비스
3733,2017,5,36110250,8205,407157.94051,2047519.57446,132.204653734,148.730235454,1074636.61013,44622,41328,44465,조치원읍,서비스
3734,2017,5,36110250,8211,275975.88872999995,33827865.772,115.679072014,123.94186287400001,1074636.61013,44622,41328,44465,조치원읍,서비스
3735,2017,5,36110250,8218,971883.66222,10410455.45808,933.695366962,958.483739542,1074636.61013,44622,41328,44465,조치원읍,서비스
3736,2017,5,36110250,8299,835467.1065100001,18967236.415039998,1346.8349098800004,1371.62328244,1074636.61013,44622,41328,44465,조치원읍,서비스
3737,2017,5,36110250,8302,21873.46892,1057637.23,8.262790857999999,8.262790857999999,1074636.61013,44622,41328,44465,조치원읍,서비스
3738,2017,5,36110250,8303,306728.90248000005,4676739.62658,49.576745152,49.576745152,1074636.61013,44622,41328,44465,조치원읍,서비스
3739,2017,5,36110250,8304,284991.10925000004,7659607.124830001,148.73023544400004,156.99302630399998,1074636.61013,44622,41328,44465,조치원읍,서비스
3740,2017,5,36110250,8399,478133.13339,6936612.92465,140.46744457800006,148.730235428,1074636.61013,44622,41328,44465,조치원읍,서비스
3741,2017,5,36110250,8404,213093.06448,2061566.3191,41.31395429,41.31395429,1074636.61013,44622,41328,44465,조치원읍,서비스
3742,2017,5,36110250,8406,988628.6043299999,101505978.31289001,5593.909410884,5742.639646284,1074636.61013,44622,41328,44465,조치원읍,서비스
3743,2017,5,36110250,8408,58246.8741,5122930.332,16.525581715999998,24.788372578,1074636.61013,44622,41328,44465,조치원읍,서비스
3744,2017,5,36110250,9001,623289.7528700001,24997421.18321,413.139542908,421.40233375800005,1074636.61013,44622,41328,44465,조치원읍,기타
3745,2017,5,36110250,9002,27293.1107,54534.41966,8.262790857999999,8.262790857999999,1074636.61013,44622,41328,44465,조치원읍,기타
3746,2017,5,36110250,9003,929600.9465099998,42361676.17038,2131.8000413160003,2197.902368336,1074636.61013,44622,41328,44465,조치원읍,기타
3747,2017,5,36110250,9011,550855.5263200001,1381052025.823,4280.125664099999,5585.64662048,1074636.61013,44622,41328,44465,조치원읍,교육
